,backers_count,converted_pledged_amount,country,created_at,currency,current_currency,deadline,disable_communication,fx_rate,goal,id,is_starrable,launched_at,name,pledged,spotlight,staff_pick,state,state_changed_at,static_usd_rate,urls,usd_pledged,cat_name,cat_slug,loc_state,time_allowed,goal/time_allowed
219,72,12100,NAmerica,2016-04-19,USD,USD,2017-10-20,False,1.0,9500.0,148677029,False,2017-09-06,"Furnace Brewing asking for kick start in Dickson, Tenn.",12100.0,True,False,successful,2017-10-20,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/400496012/furnace-brewing-asking-for-kick-start-in-dickson-t?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/400496012/furnace-brewing-asking-for-kick-start-in-dickson-t/rewards""}}",12100.0,Drinks,food/drinks,TN,549,17.304189435336976
220,73,2238,SAmerica,2017-08-04,MXN,USD,2017-10-09,False,0.053016499999999994,35000.0,1044089558,False,2017-08-31,Emerge MX: Design Criticism,41480.0,True,True,successful,2017-10-09,0.05610772,"{""web"":{""project"":""https://www.kickstarter.com/projects/1419222362/emerge-mx-design-criticism?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1419222362/emerge-mx-design-criticism/rewards""}}",2327.3482256,Periodicals,publishing/periodicals,Baja California,66,530.3030303030303
221,0,0,Euro,2017-09-10,NOK,USD,2017-10-10,False,0.11790562,100000.0,21315912,False,2017-09-10,AMsportTV - Streaming live Football,0.0,False,False,failed,2017-10-10,0.12924113,"{""web"":{""project"":""https://www.kickstarter.com/projects/337488559/amsporttv-streaming-live-football?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/337488559/amsporttv-streaming-live-football/rewards""}}",0.0,Television,film & video/television,Oslo Fylke,30,3333.3333333333335
222,339,25708,NAmerica,2016-11-04,USD,USD,2016-12-06,False,1.0,20000.0,1238173614,False,2016-11-06,MISHAP! Brewing Company - Clearly a better name.,25708.0,True,False,successful,2016-12-06,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/mishapbrewing/mishap-brewing-company-clearly-a-better-name?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/mishapbrewing/mishap-brewing-company-clearly-a-better-name/rewards""}}",25708.0,Drinks,food/drinks,WY,32,625.0
223,16,950,NAmerica,2015-02-16,USD,USD,2015-03-02,False,1.0,750.0,2047381055,False,2015-02-18,"""Covetous"" for Miami Open Stage",950.0,True,False,successful,2015-03-02,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/mj-openstage/covetous-for-miami-open-stage?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/mj-openstage/covetous-for-miami-open-stage/rewards""}}",950.0,Performances,dance/performances,FL,14,53.57142857142857
224,2,2,NAmerica,2017-12-21,USD,USD,2018-01-23,False,1.0,3500.0,2064472634,False,2017-12-24,Midwest Model Magazine,2.0,False,False,failed,2018-01-23,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/starfleetstudios/midwest-model-magazine?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/starfleetstudios/midwest-model-magazine/rewards""}}",2.0,Periodicals,publishing/periodicals,IA,33,106.06060606060606
225,8,1998,NAmerica,2016-11-13,USD,USD,2016-12-14,False,1.0,15000.0,519816779,False,2016-11-16,Mitchill City (A Webisode Series),1998.0,False,False,failed,2016-12-14,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/723082844/mitchill-city-a-webisode-series?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/723082844/mitchill-city-a-webisode-series/rewards""}}",1998.0,Action,film & video/action,IL,31,483.8709677419355
226,241,8770,Euro,2015-02-23,GBP,USD,2015-03-30,False,1.30577112,3421.0,475950440,False,2015-03-02,Cranked – a magazine for mountain bikers,5899.0,True,True,successful,2015-03-30,1.54358386,"{""web"":{""project"":""https://www.kickstarter.com/projects/287125002/cranked-a-magazine-for-mountain-bikers?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/287125002/cranked-a-magazine-for-mountain-bikers/rewards""}}",9105.60119014,Periodicals,publishing/periodicals,England,35,97.74285714285715
227,66,9115,NAmerica,2015-09-24,USD,USD,2015-11-18,False,1.0,9000.0,1194973725,False,2015-10-20,The Cheeses of Orchard Hill Creamery,9115.0,True,False,successful,2015-11-18,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1162206923/the-cheeses-of-orchard-hill-creamery?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1162206923/the-cheeses-of-orchard-hill-creamery/rewards""}}",9115.0,Farms,food/farms,NE,55,163.63636363636363
228,13,418,NAmerica,2018-06-10,USD,USD,2018-07-04,False,1.0,400.0,1502261120,False,2018-06-14,Madoka Magica Soul Gem,418.0,True,False,successful,2018-07-04,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1057555080/madoka-magica-soul-gem?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1057555080/madoka-magica-soul-gem/rewards""}}",418.0,Digital Art,art/digital art,TX,24,16.666666666666668
229,13,515,NAmerica,2018-01-29,USD,USD,2018-03-03,False,1.0,180.0,1593129780,False,2018-02-01,Make 100 - Tea Buddies,515.0,True,False,successful,2018-03-03,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1158948151/make-100-tea-buddies?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1158948151/make-100-tea-buddies/rewards""}}",515.0,DIY,crafts/diy,WA,33,5.454545454545454
230,0,0,NAmerica,2015-02-09,USD,USD,2015-03-11,False,1.0,3500.0,1463385819,False,2015-02-09,My 1st Storm Chase!,0.0,False,False,failed,2015-03-11,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1219834571/my-1st-storm-chase?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1219834571/my-1st-storm-chase/rewards""}}",0.0,Nature,photography/nature,OK,30,116.66666666666667
231,4,75,NAmerica,2017-06-21,USD,USD,2017-08-11,False,1.0,750.0,356953992,False,2017-07-28,Mike's Cookies,75.0,False,False,failed,2017-08-11,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/472272549/mikes-cookies?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/472272549/mikes-cookies/rewards""}}",75.0,Small Batch,food/small batch,PA,51,14.705882352941176
232,0,0,NAmerica,2015-05-14,USD,USD,2015-06-14,False,1.0,15000.0,1758845723,False,2015-05-15,Wellworn Apparel,0.0,False,False,failed,2015-06-14,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1442581107/wellworn-apparel?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1442581107/wellworn-apparel/rewards""}}",0.0,Ready-to-wear,fashion/ready-to-wear,WA,31,483.8709677419355
233,4,788,Euro,2017-11-27,GBP,USD,2018-01-06,False,1.30577112,20000.0,2041299858,False,2017-12-07,ROCKETO: A NASA Grade Organic Dog Super Food,581.0,False,False,failed,2018-01-06,1.34319597,"{""web"":{""project"":""https://www.kickstarter.com/projects/1376234160/rocketo-a-nasa-grade-organic-dog-super-food?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1376234160/rocketo-a-nasa-grade-organic-dog-super-food/rewards""}}",780.39685857,Small Batch,food/small batch,England,40,500.0
234,26,1072,NAmerica,2014-05-23,USD,USD,2014-08-20,False,1.0,1000.0,1505953466,False,2014-07-21,First of Autumn Debut EP,1072.0,True,False,successful,2014-08-20,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/firstofautumn/first-of-autmn-debut-ep?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/firstofautumn/first-of-autmn-debut-ep/rewards""}}",1072.0,Punk,music/punk,PA,89,11.235955056179776
235,83,6981,Euro,2018-03-16,GBP,USD,2018-04-27,False,1.30577112,4000.0,1951521296,False,2018-03-28,The Dance Teacher - Short Film,5011.0,True,False,successful,2018-04-27,1.4234753900000001,"{""web"":{""project"":""https://www.kickstarter.com/projects/maisieellen/the-dance-teacher-short-film?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/maisieellen/the-dance-teacher-short-film/rewards""}}",7133.03517929,Shorts,film & video/shorts,England,42,95.23809523809524
236,3,254,NAmerica,2014-11-25,USD,USD,2015-01-08,False,1.0,12000.0,259459685,False,2014-12-02,Jewels of the Jersey Shore,254.0,False,False,failed,2015-01-08,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1867740968/jewels-of-the-jersey-shore?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1867740968/jewels-of-the-jersey-shore/rewards""}}",254.0,Places,photography/places,NJ,44,272.72727272727275
237,54,3195,Euro,2019-01-25,EUR,USD,2019-03-20,False,1.13029345,1000.0,37852910,False,2019-02-12,"Filter Stories: you've heard the story, now taste the coffee",2816.0,True,True,successful,2019-03-20,1.13201182,"{""web"":{""project"":""https://www.kickstarter.com/projects/jamesharper/filter-stories-youve-heard-the-story-now-taste-the?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/jamesharper/filter-stories-youve-heard-the-story-now-taste-the/rewards""}}",3187.74528512,Drinks,food/drinks,Cartago,54,18.51851851851852
238,4,85,NAmerica,2013-01-28,USD,USD,2013-02-12,False,1.0,75.0,771433981,False,2013-01-29,lost in decim8n: the art of the glitch (an installation),85.0,True,False,successful,2013-02-12,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/354851779/lost-in-decim8n-the-art-of-the-glitch-an-installat?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/354851779/lost-in-decim8n-the-art-of-the-glitch-an-installat/rewards""}}",85.0,Digital Art,art/digital art,WI,15,5.0
239,108,9680,NAmerica,2016-11-10,USD,USD,2016-12-12,False,1.0,7000.0,1697343466,False,2016-11-16,TURF Promotional Trailer,9680.0,True,False,successful,2016-12-12,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/2108720672/turf-promotional-trailer?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/2108720672/turf-promotional-trailer/rewards""}}",9680.0,Television,film & video/television,NY,32,218.75
240,60,4170,NAmerica,2017-08-08,USD,USD,2017-10-02,False,1.0,3900.0,1143115074,False,2017-09-01,The Reef Chronicles:,4170.0,True,False,successful,2017-10-02,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/divein/the-reef-chronicles?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/divein/the-reef-chronicles/rewards""}}",4170.0,Narrative Film,film & video/narrative film,CA,55,70.9090909090909
241,5,542,NAmerica,2016-07-27,USD,USD,2016-09-27,False,1.0,25000.0,1393308035,False,2016-07-29,"The Correspondent, Feature Film",542.0,False,False,failed,2016-09-27,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1087451049/the-correspondent-feature-film?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1087451049/the-correspondent-feature-film/rewards""}}",542.0,Action,film & video/action,IN,62,403.2258064516129
242,162,10494,NAmerica,2014-04-09,USD,USD,2014-09-09,False,1.0,7000.0,1863834494,False,2014-08-10,Higher Mind Incense - Reviving the Sacred Art of Incense,10494.0,True,True,successful,2014-09-09,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/730668882/higher-mind-incense-reviving-the-sacred-art-of-inc?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/730668882/higher-mind-incense-reviving-the-sacred-art-of-inc/rewards""}}",10494.0,Crafts,crafts,OR,153,45.751633986928105
243,12,310,NAmerica,2013-07-14,USD,USD,2013-08-02,False,1.0,300.0,1603906533,False,2013-07-19,"Manufacture 100 copies of debut cd by punk band ""pelon""",310.0,True,False,successful,2013-08-02,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/timbirchard/manufacture-100-copies-of-debut-cd-by-punk-band-pe?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/timbirchard/manufacture-100-copies-of-debut-cd-by-punk-band-pe/rewards""}}",310.0,Punk,music/punk,CO,19,15.789473684210526
244,193,4045,Euro,2016-04-11,GBP,USD,2016-05-27,False,1.30577112,1000.0,52970645,False,2016-04-25,"Preserve our planet, one 'Throw to Grow' pack at a time",2759.5,True,False,successful,2016-05-27,1.4405174299999999,"{""web"":{""project"":""https://www.kickstarter.com/projects/1196011414/preserve-our-planet-one-throw-to-grow-pack-at-a-ti?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1196011414/preserve-our-planet-one-throw-to-grow-pack-at-a-ti/rewards""}}",3975.107848085,Spaces,food/spaces,England,46,21.73913043478261
245,3,49,NAmerica,2017-06-26,USD,USD,2017-07-04,False,1.0,20.0,1028311448,False,2017-06-27,Personalized Embroidered Pet Felt Christmas Stocking,49.0,True,False,successful,2017-07-04,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1959579042/personalized-embroidered-pet-felt-christmas-stocki?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1959579042/personalized-embroidered-pet-felt-christmas-stocki/rewards""}}",49.0,Embroidery,crafts/embroidery,CA,8,2.5
246,0,0,Euro,2015-09-09,EUR,USD,2015-10-11,False,1.13029345,150.0,1043392197,False,2015-09-11,Otome game where people die for.,0.0,False,False,failed,2015-10-11,1.12097193,"{""web"":{""project"":""https://www.kickstarter.com/projects/1701207477/otome-game-where-people-die-for?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1701207477/otome-game-where-people-die-for/rewards""}}",0.0,Digital Art,art/digital art,South Holland,32,4.6875
247,17,1263,Euro,2016-09-14,EUR,USD,2016-10-14,False,1.13029345,1000.0,1192064677,False,2016-09-14,TRANSHUMAN: THE SOLUTION / Vinyl + Game!,1144.0,True,False,successful,2016-10-14,1.12346927,"{""web"":{""project"":""https://www.kickstarter.com/projects/remute/transhuman-the-solution-vinyl-game?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/remute/transhuman-the-solution-vinyl-game/rewards""}}",1285.24884488,Chiptune,music/chiptune,Hamburg,30,33.333333333333336
248,8,535,NAmerica,2016-08-07,USD,USD,2016-09-18,False,1.0,5000.0,201150081,False,2016-08-19,"Entrepreneur, The Movie - Reduce the startup failure rate!",535.0,False,False,failed,2016-09-18,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/entrepreneurthemovie/entrepreneur-the-movie-reduce-the-startup-failure?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/entrepreneurthemovie/entrepreneur-the-movie-reduce-the-startup-failure/rewards""}}",535.0,Experimental,film & video/experimental,TX,42,119.04761904761905
249,14,469,NAmerica,2014-12-26,USD,USD,2015-03-04,False,1.0,3600.0,1153011302,False,2015-01-30,The Study of Spanish Culture in Spain,469.0,False,False,failed,2015-03-04,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/188226643/the-study-of-spanish-culture-in-spain?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/188226643/the-study-of-spanish-culture-in-spain/rewards""}}",469.0,Places,photography/places,Andalusia,68,52.94117647058823
250,17,391,NAmerica,2018-08-07,USD,USD,2018-10-17,False,1.0,10.0,1126834745,False,2018-09-17,Afu-Ra: Mazterchef,391.0,True,False,successful,2018-10-17,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/kingkhazm/afu-ra-mazterchef?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/kingkhazm/afu-ra-mazterchef/rewards""}}",391.0,Hip-Hop,music/hip-hop,NY,71,0.14084507042253522
251,229,5904,NAmerica,2018-12-27,USD,USD,2019-02-01,False,1.0,3000.0,146159970,False,2019-01-02,Little Old New York (1923),5904.0,True,True,successful,2019-02-01,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1079843982/little-old-new-york-1923?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1079843982/little-old-new-york-1923/rewards""}}",5904.0,Film & Video,film & video,ME,36,83.33333333333333
252,0,0,Euro,2015-04-06,GBP,USD,2015-04-18,False,1.30577112,750.0,1563586425,False,2015-04-08,Love studio40,0.0,False,False,failed,2015-04-18,1.49023968,"{""web"":{""project"":""https://www.kickstarter.com/projects/1020166496/love-studio40?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1020166496/love-studio40/rewards""}}",0.0,Stationery,crafts/stationery,England,12,62.5
253,0,0,NAmerica,2015-02-09,USD,USD,2015-03-11,False,1.0,20000.0,1298529533,False,2015-02-09,In the House with Chef Dave,0.0,False,False,failed,2015-03-11,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/503183001/in-the-house-with-chef-dave?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/503183001/in-the-house-with-chef-dave/rewards""}}",0.0,Television,film & video/television,AZ,30,666.6666666666666
254,85,1561,NAmerica,2013-01-30,USD,USD,2013-02-03,False,1.0,1500.0,1206730602,False,2013-01-31,"For 100 of Our Closest Friends, Volume Three",1561.0,True,False,successful,2013-02-03,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/2070511212/for-100-of-our-closest-friends-volume-three?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/2070511212/for-100-of-our-closest-friends-volume-three/rewards""}}",1561.0,Periodicals,publishing/periodicals,WA,4,375.0
255,67,14111,Euro,2017-06-02,GBP,USD,2017-07-21,False,1.30577112,10000.0,1598499898,False,2017-06-21,Ready to Go - A Short Film by Lynda Reiss,10883.0,True,False,successful,2017-07-21,1.27366145,"{""web"":{""project"":""https://www.kickstarter.com/projects/938609826/ready-to-go-a-short-film-by-lynda-reiss?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/938609826/ready-to-go-a-short-film-by-lynda-reiss/rewards""}}",13861.25756035,Shorts,film & video/shorts,England,49,204.08163265306123
256,27,6539,NAmerica,2018-11-13,USD,USD,2019-01-16,False,1.0,3000.0,313088652,False,2018-12-12,The Person Who is not,6539.0,True,False,successful,2019-01-16,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/thepersonwhoisnot/the-person-who-is-not?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/thepersonwhoisnot/the-person-who-is-not/rewards""}}",6539.0,Drama,film & video/drama,Saint Petersburg Federal City,64,46.875
257,30,1361,Euro,2017-09-16,GBP,USD,2017-10-04,False,1.30577112,500.0,1557073491,False,2017-09-20,Off the Mark,1026.0,True,False,successful,2017-10-04,1.35180073,"{""web"":{""project"":""https://www.kickstarter.com/projects/1409997016/off-the-mark?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1409997016/off-the-mark/rewards""}}",1386.94754898,Shorts,film & video/shorts,England,18,27.77777777777778
258,21,1044,Euro,2015-05-21,EUR,USD,2015-07-02,False,1.13029345,20000.0,562220091,False,2015-05-27,Tokyo Reverse La Suite,944.0,False,True,failed,2015-07-02,1.09502039,"{""web"":{""project"":""https://www.kickstarter.com/projects/1390203741/tokyo-reverse-la-suite?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1390203741/tokyo-reverse-la-suite/rewards""}}",1033.69924816,Television,film & video/television,Ile-de-France,42,476.1904761904762
259,2,2,NAmerica,2016-04-28,USD,USD,2016-06-27,False,1.0,88.0,615315383,False,2016-04-28,Unlucky Alex and Unlucky Marina,2.0,False,False,failed,2016-06-27,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/7391237/unlucky-alex-and-unlucky-marina?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/7391237/unlucky-alex-and-unlucky-marina/rewards""}}",2.0,Animation,film & video/animation,NY,60,1.4666666666666666
260,5,200,NAmerica,2017-10-29,USD,USD,2017-12-08,False,1.0,10000.0,647890966,False,2017-11-09,I/O Design Office: Artwork 01,200.0,False,False,failed,2017-12-08,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/860607596/i-o-design-office-artwork-01?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/860607596/i-o-design-office-artwork-01/rewards""}}",200.0,Digital Art,art/digital art,MN,40,250.0
261,2,30,Euro,2014-07-07,GBP,USD,2014-08-07,False,1.30577112,3500.0,956020287,False,2014-07-08,Making the dream come back alive - please help!,18.0,False,False,failed,2014-08-07,1.71446598,"{""web"":{""project"":""https://www.kickstarter.com/projects/1412618443/making-the-dream-come-back-alive-please-help?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1412618443/making-the-dream-come-back-alive-please-help/rewards""}}",30.86038764,Digital Art,art/digital art,England,31,112.90322580645162
262,0,0,NAmerica,2014-07-11,USD,USD,2014-09-06,False,1.0,50000.0,239361779,False,2014-08-07,The Retro Newspaper,0.0,False,False,failed,2014-09-06,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1120796598/the-retro-newspaper?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1120796598/the-retro-newspaper/rewards""}}",0.0,Periodicals,publishing/periodicals,NM,57,877.1929824561404
263,21,1068,SAmerica,2018-07-04,MXN,USD,2018-11-18,False,0.053016499999999994,20000.0,675138068,False,2018-10-19,"Libro álbum: Bubu, el capitán de los navegantes inconclusos",21526.68,True,False,successful,2018-11-18,0.05296891,"{""web"":{""project"":""https://www.kickstarter.com/projects/2037034000/libro-album-bubu-el-capitan-de-los-navegantes-inco?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/2037034000/libro-album-bubu-el-capitan-de-los-navegantes-inco/rewards""}}",1140.2447755188,Children's Books,publishing/children's books,Baja California,137,145.98540145985402
264,47,1755,NAmerica,2017-03-24,USD,USD,2017-04-24,False,1.0,250.0,1686654201,False,2017-03-25,Beef Stick Lovers Dream,1755.0,True,False,successful,2017-04-24,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/181205384/beef-stick-lovers-dream?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/181205384/beef-stick-lovers-dream/rewards""}}",1755.0,Small Batch,food/small batch,WI,31,8.064516129032258
265,0,0,NAmerica,2011-08-04,USD,USD,2011-09-03,False,1.0,7500.0,1579549896,False,2011-08-04,Aerospace Florida magazine,0.0,False,False,failed,2011-09-03,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/spherelab/aerospace-florida-magazine?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/spherelab/aerospace-florida-magazine/rewards""}}",0.0,Periodicals,publishing/periodicals,FL,30,250.0
266,0,0,NAmerica,2017-01-31,USD,USD,2017-03-02,False,1.0,25000.0,631534834,False,2017-01-31,Community Musical Bench,0.0,False,False,failed,2017-03-02,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/467282427/community-musical-bench?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/467282427/community-musical-bench/rewards""}}",0.0,Makerspaces,technology/makerspaces,NJ,30,833.3333333333334
267,192,21079,NAmerica,2016-08-29,USD,USD,2016-10-19,False,1.0,20000.0,1425691182,False,2016-09-19,Georges Mill Farm Cheese Cave,21079.0,True,False,successful,2016-10-19,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1249951822/georges-mill-farm-cheese-cave?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1249951822/georges-mill-farm-cheese-cave/rewards""}}",21079.0,Farms,food/farms,VA,51,392.15686274509807
268,116,10120,NAmerica,2012-11-28,USD,USD,2013-01-14,False,1.0,6500.0,1004473432,False,2012-12-05,Faceless Neil,10120.5,True,True,successful,2013-01-14,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1294422513/faceless-neil?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1294422513/faceless-neil/rewards""}}",10120.5,Animation,film & video/animation,NY,47,138.29787234042553
269,7,2082,NAmerica,2016-12-25,USD,USD,2017-03-15,False,1.0,2000.0,484859009,False,2017-01-29,Make 100: Spread the Bread Love,2082.0,True,False,successful,2017-03-15,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/967424255/make-100-spread-the-bread-love?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/967424255/make-100-spread-the-bread-love/rewards""}}",2082.0,Small Batch,food/small batch,DC,80,25.0
270,155,17635,NAmerica,2016-11-16,USD,USD,2016-12-20,False,1.0,15000.0,1231949463,False,2016-11-20,The Lightkeeper,17635.0,True,True,successful,2016-12-20,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/819542245/the-lightkeeper-0?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/819542245/the-lightkeeper-0/rewards""}}",17635.0,Shorts,film & video/shorts,CA,34,441.1764705882353
271,784,42675,NAmerica,2013-03-12,USD,USD,2013-05-04,False,1.0,30000.0,878958225,False,2013-04-12,Cherry Bombe Magazine,42675.0,True,False,successful,2013-05-04,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/607710809/cherry-bombe-magazine?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/607710809/cherry-bombe-magazine/rewards""}}",42675.0,Periodicals,publishing/periodicals,NY,53,566.0377358490566
272,3,427,NAmerica,2015-01-25,USD,USD,2015-03-03,False,1.0,20000.0,1103412911,False,2015-02-01,Crystal Inspirations,427.0,False,False,failed,2015-03-03,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/2011411442/crystal-inspirations?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/2011411442/crystal-inspirations/rewards""}}",427.0,Digital Art,art/digital art,CA,37,540.5405405405405
273,31,3161,NAmerica,2016-01-21,USD,USD,2016-02-24,False,1.0,3150.0,413718094,False,2016-01-30,The Red Thread,3161.0,True,False,successful,2016-02-24,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1444617743/the-red-thread?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1444617743/the-red-thread/rewards""}}",3161.0,Shorts,film & video/shorts,PA,34,92.6470588235294
274,2,50,NAmerica,2015-11-13,USD,USD,2015-12-17,False,1.0,7000.0,1103865046,False,2015-11-17,Stationery Bonanza,50.0,False,False,failed,2015-12-17,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1053618755/stationery-bonanza?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1053618755/stationery-bonanza/rewards""}}",50.0,Stationery,crafts/stationery,WI,34,205.88235294117646
275,679,54726,NAmerica,2018-08-09,USD,USD,2018-10-17,False,1.0,30000.0,213212983,False,2018-09-14,The Drabblecast Reborn,54726.0,True,True,successful,2018-10-17,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/drabblecast/the-drabblecast-reborn?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/drabblecast/the-drabblecast-reborn/rewards""}}",54726.0,Radio & Podcasts,publishing/radio & podcasts,CA,69,434.7826086956522
276,0,0,NAmerica,2015-11-04,USD,USD,2015-12-08,False,1.0,10000.0,38195593,False,2015-11-08,& Ice Cream: Because Everything's Better with Ice Cream,0.0,False,False,failed,2015-12-08,1.0,"{""web"":{""project"":""https://www.kickstarter.com/projects/1392302086/and-ice-cream-because-everythings-better-with-ice?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/1392302086/and-ice-cream-because-everythings-better-with-ice/rewards""}}",0.0,Small Batch,food/small batch,CA,34,294.11764705882354
